gene,gene_upper,panel,source_lists,categories,source_evidence
CAPN9,CAPN9,Tier3_Curated_Calcium_Handling_258,Curated_258,Calpains,Curated_258:Calpains
CAPNS1,CAPNS1,Tier3_Curated_Calcium_Handling_258,Curated_258,Calpains,Curated_258:Calpains
CASQ1,CASQ1,Tier3_Curated_Calcium_Handling_258,Curated_258,Junctional,Curated_258:Junctional
CASQ2,CASQ2,Tier3_Curated_Calcium_Handling_258,Curated_258,Junctional,Curated_258:Junctional
CBARP,CBARP,Tier3_Curated_Calcium_Handling_258,Curated_258,SOCE_modulators,Curated_258:SOCE_modulators
CETN1,CETN1,Tier3_Curated_Calcium_Handling_258,Curated_258,Ca_sensors,Curated_258:Ca_sensors
CETN2,CETN2,Tier3_Curated_Calcium_Handling_258,Curated_258,Ca_sensors,Curated_258:Ca_sensors
CETN3,CETN3,Tier3_Curated_Calcium_Handling_258,Curated_258,Ca_sensors,Curated_258:Ca_sensors
CHERP,CHERP,Tier3_Curated_Calcium_Handling_258,Curated_258,SOCE_modulators,Curated_258:SOCE_modulators
CRACR2A,CRACR2A,Tier3_Curated_Calcium_Handling_258,Curated_258,SOCE_core,Curated_258:SOCE_core
CRACR2B,CRACR2B,Tier3_Curated_Calcium_Handling_258,Curated_258,SOCE_core,Curated_258:SOCE_core
EFHD2,EFHD2,Tier3_Curated_Calcium_Handling_258,Curated_258,Ca_sensors,Curated_258:Ca_sensors
ESYT1,ESYT1,Tier3_Curated_Calcium_Handling_258,Curated_258,SOCE_modulators,Curated_258:SOCE_modulators
ESYT2,ESYT2,Tier3_Curated_Calcium_Handling_258,Curated_258,SOCE_modulators,Curated_258:SOCE_modulators
ESYT3,ESYT3,Tier3_Curated_Calcium_Handling_258,Curated_258,SOCE_modulators,Curated_258:SOCE_modulators
GRIN1,GRIN1,Tier3_Curated_Calcium_Handling_258,Curated_258,PM_channels_other,Curated_258:PM_channels_other
GRIN2A,GRIN2A,Tier3_Curated_Calcium_Handling_258,Curated_258,PM_channels_other,Curated_258:PM_channels_other
GRIN2B,GRIN2B,Tier3_Curated_Calcium_Handling_258,Curated_258,PM_channels_other,Curated_258:PM_channels_other
GRIN2C,GRIN2C,Tier3_Curated_Calcium_Handling_258,Curated_258,PM_channels_other,Curated_258:PM_channels_other
GRIN2D,GRIN2D,Tier3_Curated_Calcium_Handling_258,Curated_258,PM_channels_other,Curated_258:PM_channels_other
HOMER1,HOMER1,Tier3_Curated_Calcium_Handling_258,Curated_258,Junctional,Curated_258:Junctional
HOMER2,HOMER2,Tier3_Curated_Calcium_Handling_258,Curated_258,Junctional,Curated_258:Junctional
